唯一标志,被引用次数,期刊等级,题名,doi,作者,作者单位,期刊,关键字,分类号,年,卷,期
syyylczz201501023,3,,氟比洛芬酯超前镇痛在妇科腹腔镜手术中的应用,10.3969/j.issn.1672-6170.2015.01.023,陈岱莉;齐晓非;曹君;黄晓雷;李元涛;,,实用医院临床杂志,氟比洛芬酯;地塞米松;昂丹司琼;超前镇痛;妇科腹腔镜术;,R614.2,2015,,1
shanxzyxyxb201503027,1,,电针治疗乳腺增生病415例临床观察,,雷振萍[1];罗文予[2];范丽华[3];,"[1]广西中医药大学,广西南宁,530001;[2]深圳市福华中西医结合医院,广东深圳,518033;[3]南方医科大学附属深圳恒生医院,广东深圳,518102;",山西中医学院学报,乳腺增生病;电针;临床研究;,R271.44,2015,16,3
qqhryxyxb201636022,0,,剖宫产后疤痕子宫再次妊娠分娩方式的临床分析,10.3969/j.issn.1002-1256.2016.36.022,胡春青;,,齐齐哈尔医学院学报,剖宫产;疤痕子宫;再次妊娠;分娩方式;,,2016,37,36
jkr201627033,0,,维格列汀联合二甲双胍对多囊卵巢综合征合并糖代谢异常患者内分泌及糖脂代谢的影响,,纪婵;,,中国当代医药,多囊卵巢综合征;维格列汀;二甲双胍;内分泌;糖代谢;脂代谢;,R711.75,2016,23,27
zggcbzz201612002,0,,艽榆汤口服治疗肛肠病176例,,许平;张再锋;周萍丽;,,中国肛肠病杂志,,,2016,36,12
syfknfm-e201608085,0,,子宫内膜异位症不孕患者行辅助生殖技术的结果观察,,张惠玲;,,实用妇科内分泌电子杂志,子宫内膜异位症;不孕;辅助生殖技术;疗效;,R711.6,2016,3,8
yxysh201512020,2,,深圳市某妇幼医院基于精细化管理的图书馆建设探讨,10.13723/j.yxysh.2015.12.020,陈秋梅[1];汪皓[2];,"[1]广东省深圳市宝安区妇幼保健院,深圳,518133;[2]南方医科大学附属深圳妇幼保健院,深圳,518028;",医学与社会,教学医院;图书馆;精细化管理;,G251,2015,28,12
zgyxcx201612009,0,,糖尿病患者动态动脉硬化指数对靶器官损害的预测价值,10.3969/j.issn.1674-4985.2016.12.009,孔行锋;,,中国医学创新,糖尿病;动态动脉硬化指数;靶器官损害;,,2016,13,12
zgfybj201611005,0,"ISTIC,PKU",Chemerin在妊娠期糖尿病孕妇不同孕周中的表达及意义,10.7620/zgfybj.j.issn.1001-4411.2016.11.05,杜习羽;俞泓;董玉楠;,,中国妇幼保健,妊娠期糖尿病;Chemerin;胰岛素抵抗;,R714.147,2016,31,11
sxhlzz201401034,3,"ISTIC,PKU",外周浅静脉穿刺滴血法在早产儿血标本采集中的应用,10.3969/j.issn.1009-6493.2014.01.034,陈丽莲;熊小云;黄颖穗;曹爱芬;,,护理研究,早产儿;外周浅静脉穿刺;血标本;,R473.72,2014,28,1
zhonggwcwkzz201508005,2,"ISTIC,PKU",X 线立体定位真空辅助活检对临床不可触及且超声检查阴性的钼靶乳腺微小钙化的应用价值,10.3969/j.issn.1009-6604.2015.08.004,石剑;魏建南;张文夏;李欢;林小颜;,,中国微创外科杂志,X线立体定位真空辅助活检术;乳腺导管不典型增生;组织学低估;,R655.804,2015,,8
hqzyy201507003,2,"ISTIC,PKU",罗颂平教授治闻称兆津产合并绒毛膜下血肿经验,10.3969/j.issn.1674-1749.2015.07.003,刘昱磊;王俊玲;刘新玉;滕辉;,,环球中医药,称兆津产;绒毛膜下血肿;名医经验;,R249,2015,,7
xejjyx201507015,2,"ISTIC,PKU",超早产儿中早产儿视网膜病发病及治疗情况回顾性分析,10.3760/cma.j.issn.1673-4912.2015.07.011,连朝辉[1];张国明[2];林冰纯[1];唐松[2];刘培辉[1];杨传忠[1];,"[1]南方医科大学深圳妇幼保健院, 深圳,518028;[2]518026,深圳市眼科医院;",中国小儿急救医学,超早产儿;早产儿视网膜病;激光光凝术;血管内皮生长因子抗体;,,2015,,7
zgetbjzz201502002,2,"ISTIC,PKU",足月小于胎龄儿早期生长追赶与胰岛素抵抗相关性研究,10.11852/zgetbjzz2015-23-02-02,周彬婷[1];林艳[2];,"[1]南方医科大学,广东广州,510515;[2]南方医科大学附属深圳妇幼保健院,广东深圳,518038;",中国儿童保健杂志,足月小于胎龄儿;早期生长追赶;胰岛素抵抗;,R725.8,2015,23,2
ddyx201515013,0,"ISTIC,PKU",脐带绕颈自然分娩的临床观察,10.3969/j.issn.1009-4393.2015.15.013,胡春青;,,当代医学,脐带绕颈;自然分娩;可行性;安全性;,,2015,,15
zgfybj201620061,0,"ISTIC,PKU",重金属宫内暴露对低出生体重影响的配对病例对照研究,10.7620/zgfybj.j.issn.1001-4411.2016.20.61,姜蕾[1];张慧敏[2];陈丽华[1];赵光临[1];张建清[2];陆少游[2];曾月娥[1];,"[1]南方医科大学附属深圳妇幼保健院,广东深圳,518048;[2]深圳市疾病预防控制中心,广东深圳,518048;",中国妇幼保健,重金属;低出生体重;病例对照研究;,R174,2016,31,20
yycyzx201418010,2,"ISTIC,PKU",矮小儿童血清胰岛素样生长因子-1和瘦素水平的表达及临床意义,,邱明慧;董国庆;,,中国医药导报,胰岛素样生长因子-1;瘦素;生长激素缺乏症;特发性矮小;,R725,2014,,18
xnxyxb-z201404006,0,"ISTIC,PKU",高场磁共振在肛瘘诊治中的应用价值,10.3969/j.issn.1673-498x.2014.04.005,谢乐华[1];曹波[1];肖湘生[2];,"[1]南方医科大学附属深圳恒生医院影像科,广东 深圳,518102;[2]上海第二军医大学长征医院,上海,200003;",湘南学院学报（医学版）,高场磁共振;肛瘘;诊断;,R657.1+6,2014,,4
sxyxzz201405037,2,"ISTIC,PKU",去氧肾上腺素联合羟乙基淀粉在腰麻剖宫产术中的应用,10.3969/j.issn.1000-7377.2014.05.037,李泳;齐晓非;李元涛;黄晓雷;,,陕西医学杂志,麻醉;静脉;脱氧肾上腺素/治疗应用;羟乙基淀粉/治疗应用;剖宫产术;,R719.8,2014,,5
zgfybj201608033,0,"ISTIC,PKU",1131例先天性心脏病患者监测结果分析,10.7620/zgfybj.j.issn.1001-4411.2016.08.33,鞠叶兰;王晨虹;程黎;赖彩芹;,,中国妇幼保健,先天性心脏病;妊娠;流行病学研究;监测分析;,R541.1,2016,31,8
tlsjyyj201408045,2,"ISTIC,PKU",电刺激联合生物反馈治疗压力性尿失禁患者的护理干预,10.3969/j.issn.1672-9676.2014.08.039,龙敏;董玉楠;,,护理实践与研究,盆底电刺激;生物反馈;压力性尿失禁;护理干预;,,2014,,8
zgyszz201512030,1,"ISTIC,PKU",2000例不同孕期妇女全血微量元素分析,10.3760/cma.j.issn.1008-1372.2015.12.030,鞠叶兰;王晨虹;赖彩芹;程黎;,,中国医师杂志,孕妇;痕量元素/血液;,,2015,17,12
ddyylc201414054,0,"ISTIC,PKU",1.5TMR扩散加权成像及表观扩散系数值在子宫肌瘤HIFU术后早期疗效评价中的临床价值,,攸力;孙建峰;李德福;,,当代医药论丛,扩散加权成像;扩散数值;子宫肌瘤;,R711.74,2014,,14
zwyxyj201411092,0,"ISTIC,PKU",慢性阻塞性肺疾病患者1例临床药学实践,,查赣;庞洲;,,中外医学研究,慢性阻塞性肺疾病;临床药学实践;,R563,2014,,11
zgfybj201615043,0,"ISTIC,PKU",唐氏综合征与先天性心脏病的关系,10.7620/zgfybj.j.issn.1001-4411.2016.15.43,鞠叶兰;王晨虹;程黎;,,中国妇幼保健,唐氏综合征;先天性心脏病;关系;,R725.4,2016,31,15
yxzs201511065,1,"ISTIC,PKU",完全性和部分性前置胎盘对产妇妊娠结局的影响,10.3969/j.issn.1006-2084.2015.11.063,周紫琼;,,医学综述,前置胎盘;完全性;部分性;妊娠结局;,R714,2015,,11
yycyzx201636026,0,"ISTIC,PKU",肠道病毒感染在儿童急性呼吸道感染中的临床特征及流行病学分析,,郝金斗;李宁;刘培辉;,,中国医药导报,肠道病毒;急性呼吸道感染;感染谱;,R512.5,2016,13,36
jlzyy201604019,0,"ISTIC,PKU",减味寿胎丸及其君药菟丝子提取物对人早孕滋养层细胞影响的实验研究,10.13463/j.cnki.jlzyy.2016.04.019,刘新玉[1];罗颂平[2];,"[1]南方医科大学附属深圳妇幼保健院,深圳,518038;[2]广州中医药大学,广州,510405;",吉林中医药,寿胎丸;菟丝子;细胞滋养层细胞;,R285.5,2016,36,4
zgfybj201515016,1,"ISTIC,PKU",妊娠期高血压疾病孕妇尿液中激肽原1含量的变化,10.7620/zgfybj.j.issn.1001-4411.2015.15.16,郭红霞[1];胡金艳[1];胡水旺[2];王晨虹[1];王洁[1];,[1]南方医科大学附属深圳妇幼保健院产科 广东深圳518028;[2]南方医科大学病理生理教研室;,中国妇幼保健,尿液;激肽原1;妊娠期高血压疾病;,R714.24+6,2015,30,15
zhwcyxzz201407003,1,"ISTIC,PKU",采集母乳喂养的污染防控,10.3760/cma.j.issn.1007-9408.2014.07.002,张谦慎;,,中华围产医学杂志,,,2014,,7
lckqyx201406022,1,"ISTIC,PKU",儿童骨性下颌偏斜早期干预的效果分析,10.3969/j.issn.1003-1634.2014.06.019,江助子;陈香;黄星星;,,临床口腔医学杂志,下颌偏斜;正畸治疗;下颌升支;,R783.5,2014,,6
zgsyjkzz201601020,0,"ISTIC,PKU",宫内外复合妊娠的诊治及妊娠结局,10.3969/j.issn.1671-878X.2016.01.020,姚秀华;都红蕾;黄卓敏;,,中国生育健康杂志,宫内外复合妊娠;治疗;妊娠结局;,,2016,27,1
zgyszz201510005,0,"ISTIC,PKU",妊娠11～13+6周产前超声检查的临床意义,10.3760/cma.j.issn.1008-1372.2015.10.005,李胜利;文华轩;,,中国医师杂志,"超声检查,产前;妊娠初期;",,2015,17,10
zgyszz201510004,0,"ISTIC,PKU",双胎输血综合征围产期处理,10.3760/cma.j.issn.1008-1372.2015.10.004,肖笛;王晨虹;廖运先;,,中国医师杂志,双胎输血综合征;单绒毛膜双胎妊娠;治疗方法;妊娠结局;综述;,,2015,17,10
zgfybj201430051,2,"ISTIC,PKU",乳腺血氧功能成像系统与彩超在乳腺癌筛查中的应用,10.7620/zgfybj.j.issn.1001-4411.2014.30.51,刘敏[1];郑爱秋[2];石剑[1];彭向莉[1];白洁[1];郑娇雪[1];,[1]南方医科大学附属深圳妇幼保健院乳腺外科 广东深圳 518028;[2]香港大学深圳医院外科部乳腺中心;,中国妇幼保健,彩超;血氧功能成像系统;乳腺癌筛查;,R737.9,2014,29,30
zgyszz201510001,0,"ISTIC,PKU",心脏移植术后妊娠期管理,10.3760/cma.j.issn.1008-1372.2015.10.001,王晨虹;廖运先;程黎;鞠叶兰;谷寅;,,中国医师杂志,心脏移植;妊娠;免疫抑制剂;分娩;,,2015,17,10
gwyx-hlxfc201505059,0,"ISTIC,PKU",2013年度新生儿重症监护病房（NICU）检出病原菌及护理措施,10.3760/cma.j.issn.1673-4351.2015.05.059,高晓玲;李晖;钟巧;林春燕;,,国际护理学杂志,新生儿;重症监护病房;检出病原菌;药敏结果;,R473.73,2015,,5
yxzs201502018,0,"ISTIC,PKU",母体麻醉对胎儿神经发育的影响,10.3969/j.issn.1006-2084.2015.02.018,邓少洁;,,医学综述,母体麻醉;全麻药;胎儿;神经发育;神经损伤;,R984,2015,21,2
zhwcyxzz201501018,0,"ISTIC,PKU",喉罩在新生儿复苏应用中的循证医学研究进展,10.3760/cma.j.issn.1007-9408.2015.01.018,余志碧[1];朱小瑜[2];叶鸿瑁[3];虞人杰[4];,"[1]泸州医学院附属医院新生儿科;[2]518028,南方医科大学附属深圳妇幼保健院新生儿科;[3]北京大学第三医院儿科;[4]清华大学附属第一医院儿科;",中华围产医学杂志,@@;,,2015,18,1
zgddekzz201501012,1,"ISTIC,PKU",川崎病患儿血清脂联素水平的变化,10.7499/j.issn.1008-8830.2015.01.008,黄秒;董国庆;蒋红英;张纪泳;石小娟;,,中国当代儿科杂志,川崎病;脂联素;冠状动脉损伤;血脂;儿童;,,2015,,1
zgzyykj2014z1102,0,"ISTIC,PKU",412例遗传代谢病高危儿串联质谱筛查结果分析,,文伟[1];刘巍[2];黄芳芳[1];郭萌[1];周逵[1];,[1]南方医科大学附属深圳妇幼保健院 广东 深圳 518000;[2]深圳市社会福利中心康复医院 广东 深圳 518000;,中国中医药科技,遗传代谢病;串联质谱;高危儿;,,2014,,z1
xdzdyzl201509155,5,"ISTIC,PKU",Mammotome微创旋切术加置管冲洗引流治疗慢性乳腺炎的围术期护理,,刘敏;白洁;郑娇雪;彭向莉;,,现代诊断与治疗,慢性乳腺炎;Mammotome微创旋切术;置管冲洗引流;围术期护理;,R473.71,2015,,9
gwyx-zlxfc201408029,0,"ISTIC,PKU",酸性核磷酸蛋白32E 和人转录因子4在上皮性卵巢癌中的表达,10.3760/cma.j.issn.1673-422X.2014.08.024,任伟俏[1];金平[2];,"[1]730000,兰州大学第一临床医学院妇产科;[2]南方医科大学附属深圳妇幼保健院妇产科;",国际肿瘤学杂志,,,2014,,8
xdhl201402046,0,,多用途管道清洗架的设计与应用,10.3760/j.issn.1674-2907.2014.02.046,姚艳君;王秀梅;何瑾玲;,,中华现代护理杂志,设备设计;自动化;清洗;多用途管道清洗架;,,2014,20,2
xdfckjz201406015,2,"ISTIC,PKU",Nidogen-1、nidogen-2在卵巢上皮性肿瘤组织中的表达及意义,10.13283/j.cnki.xdfckjz.2014.06.014,陈燕[1];金平[2];乔秀强[3];,"[1]山东省医学高等专科学校附属医院妇产科,临沂,276000;[2]兰州大学第一附属医院妇科，甘肃730000; 南方医科大学附属深圳妇幼保健院，深圳 518000;[3]临沂市人民医院,临沂,276000;",现代妇产科进展,Nidogen-1;Nidogen-2;卵巢上皮性肿瘤;免疫组织化学;,R737.31,2014,,6
jzyxyxb201505024,4,"ISTIC,PKU",布地奈德联合沙丁胺醇雾化吸入治疗儿童哮喘急性发作的临床观察,,任晓飞;,,辽宁医学院学报,布地奈德;沙丁胺醇;哮喘;雾化吸入;护理;,R473.5,2015,36,5
gnyxyxb201502042,4,"ISTIC,PKU",哺乳期化脓性乳腺炎细菌分布及耐药性分析,10.3969/j.issn.1001-5779.2015.02.042,刘敏;白洁;钟春嫦;郑娇雪;,,赣南医学院学报,化脓性乳腺炎;金黄色葡萄球菌;MRSA;耐药性;,R655.8,2015,35,2
hbmzxyxb-yxb201403014,4,"ISTIC,PKU",异丙酚复合瑞芬太尼麻醉对妇科腹腔镜手术患者眼内压的影响,,胡薇;齐晓非;黄穗萍;黄晓雷;李元涛;,,湖北民族学院学报（医学版）,气腹;腹腔镜;眼内压;异丙酚;瑞芬太尼;,R614,2014,31,3
qqhryxyxb201414032,4,"ISTIC,PKU",单纯性肥胖儿童体脂、血脂变化及干预效果分析,,张庆红;董国庆;边志卫;陆喜燕;钟丽华;,,齐齐哈尔医学院学报,单纯性肥胖;儿童;体脂;血脂;干预;,,2014,35,14
zgfybj201510001,0,"ISTIC,PKU",2009～2013年深圳市助产士岗位培训的实施与效果评估,10.7620/zgfybj.j.issn.1001-4411.2015.10.01,姜蕾[1];王竹珍[1];张英姬[2];谌祖红[2];陈小荷[3];王晨虹[1];陈斌[1];任晓慧[1];杨卓欣[1];,[1]南方医科大学附属深圳妇幼保健院 广东深圳518000;[2]深圳市卫生与计划生育委员会妇社处;[3]深圳市第一人民医院;,中国妇幼保健,助产士;岗位培训;效果;评估;,R172,2015,30,10
jilinyx201421091,4,"ISTIC,PKU",围生期健康教育及心理护理对孕产妇的影响,,曹静威;朱社宁;陈丽莲;,,吉林医学,围生期;健康教育;心理护理;孕产妇;,,2014,,21
zgsyyy201409183,4,"ISTIC,PKU",小儿重症肺炎患者的临床护理干预,,黄爱娣;廖燕;陈会平;,,中国实用医药,小儿重症肺炎;临床护理;护理干预;,,2014,,9
zyyk201512048,3,"ISTIC,PKU",缺氧诱导因子-1α与子痫前期病理特点相关性分析,10.3760/cma.j.issn.1674-4756.2015.12.048,孙颖;李智泉;周紫琼;,,中国实用医刊,子痫前期;HIF-10α;病理特点;相关性;,,2015,42,12
jzyxyxb201501011,3,"ISTIC,PKU",妊娠期糖尿病合并子痫前期对脐动脉血流及妊娠结局的影响,,孙颖;,,辽宁医学院学报,妊娠期糖尿病;子痫前期;血流动力学;妊娠结局;,R714.24,2015,36,1
jzyxyxb201501011,3,"ISTIC,PKU",妊娠期糖尿病合并子痫前期对脐动脉血流及妊娠结局的影响,,孙颖;,,辽宁医学院学报,妊娠期糖尿病;子痫前期;血流动力学;妊娠结局;,R714.24,2015,36,1
zlfzyj201410011,1,"ISTIC,PKU",卵巢上皮性癌中Fascin和Wnt5a的表达及其相关性,10.3971/j.issn.1000-8578.2014.10.011,宋易航[1];金平[2];马艺珲[3];,"[1]兰州730000,西北民族大学医学院;[2]南方医科大学附属深圳妇幼保健院妇科;[3]菏泽市牡丹人民医院病理科;",肿瘤防治研究,Fascin;Wnt5a;卵巢上皮性癌;免疫组织化学;,R737.31,2014,41,10
ylbjqj201502033,3,"ISTIC,PKU",环节质量控制在妇产科医院感染管理中的应用效果,10.3969/j.issn.1674-4659.2015.02.0197,高晓玲;,,临床医学工程,环节质量控制;妇产科;医院感染;效果;,R473.71,2015,22,2
zhckjjdzzz201403013,3,"ISTIC,PKU",2486例妊娠期高血压疾病患者的临床分析,10.3877/cma.j.issn.2095-3259.2014.03.013,何雪仪[1];王晨虹[1];苟文丽[2];王宏宇[1];胡端林[1];,"[1]南方医科大学附属深圳妇幼保健院产科, 深圳,518028;[2]西安交通大学医学院第一附属医院产科;",中华产科急救电子杂志,"高血压,妊娠性;回顾性研究;妊娠结局;",,2014,,3
jilinyx201425034,3,"ISTIC,PKU",妊娠早期饮食和运动联合干预降低妊娠期糖尿病发病率的初步研究,10.3969/j.issn.1004-0412.2014.25.034,李玉凤;靳淑雁;潘利云;朱社宁;王晨虹;,,吉林医学,妊娠期糖尿病;早期干预;发病率;,,2014,,25
amydy201407113,3,"ISTIC,PKU",儿科输液细节护理效果评价,,黄爱娣;范圳南;刘晓芬;,,按摩与康复医学,儿科输液;细节护理;护理效果;满意度;,R473.72,2014,,7
xdzdyzl201511077,2,"ISTIC,PKU",卵巢肿瘤蒂扭转保留卵巢功能手术的疗效观察,,郭红霞;冷灵芝;,,现代诊断与治疗,卵巢肿瘤蒂扭转;蒂复位;保留卵巢功能;,R737.31,2015,,11
zhyygrxzz201403099,2,"ISTIC,PKU",3种化学指示卡对压力蒸汽灭菌监测效果的比较,10.11816/cn.ni.2014-134512,姚艳君;何玉蕊;黄永香;,,中华医院感染学杂志,灭菌;监测;化学指示卡;,R187,2014,24,3
jths201419046,2,"ISTIC,PKU",360度反馈评价法在专科医院护士长绩效考评中的应用1）,10.3969/j.issn.1674-4748.2014.19.043,朱社宁;丁蓉;秦茸蓉;,,全科护理,360 度反馈评价法;专科医院;护士长;绩效考评;,R197.323,2014,,19
xdzdyzl201604002,1,"ISTIC,PKU",孟鲁司特联合布地奈德治疗儿童变应性鼻炎的疗效观察,,郭彤;,,现代诊断与治疗,孟鲁斯特;布地奈德;变应性鼻炎;儿童;,R765.21,2016,27,4
zgsyyy201415011,2,"ISTIC,PKU",乳糖酶治疗轮状病毒肠炎患儿的临床疗效观察,,杨宇;杨跃萍;姚梦霖;曹敏;雷霞芬;,,中国实用医药,乳糖酶;轮状病毒;腹泻;乳糖酶缺乏;疗效;,,2014,,15
zgfybj201507012,0,"ISTIC,PKU",轻型妊娠期糖尿病孕妇的临床分析,10.7620/zgfybj.j.issn.1001-4411.2015.07.12,胡端林[1];涂新枝[2];王晨虹[2];,[1]广州医科大学研究生院 广东广州 510000;[2]南方医科大学附属深圳妇幼保健院产科;,中国妇幼保健,妊娠期糖尿病;妊娠结局;规范化管理;,R714.256,2015,30,7
hgzy201413077,2,"ISTIC,PKU",更昔洛韦不同给药方法对传染性单核细胞增多症的疗效分析80例,,吴春远;柯宇星;余洁明;赵宏霞;,,中外医疗,更昔洛韦;传染性单核细胞增多症;给药方式;,R725.1,2014,,13
jkr201413056,2,"ISTIC,PKU",凶险型前置胎盘对孕产妇妊娠结局的影响研究,,邹万姣;张玉霞;,,中国当代医药,凶险型前置胎盘;孕产妇;妊娠结局;,R714.25,2014,21,13
zgyxcx201408023,2,"ISTIC,PKU",小剂量氯胺酮预处理对骨科老年患者术后认知功能的影响,10.3969/j.issn.1674-4985.2014.08.023,魏伟[1];赵天云[2];,[1]广东省梅州市人民医院 广东 梅州 514031;[2]南方医科大学附属深圳妇幼保健院;,中国医学创新,氯胺酮;术后认知功能障碍;老年患者;炎症因子;骨科手术;,,2014,,8
zgyxwz-jhsyfckxfc201401005,2,"ISTIC,PKU",子痫前期诊断与治疗,10.3969/j.issn.1674-4020.2014.01.05,王晨虹;涂新枝;,,中国计划生育和妇产科,子痫前期;诊断;治疗;,R714.24+4,2014,6,1
xbyfzmyxzz201401002,2,"ISTIC,PKU",左旋甲基色氨酸在小鼠母胎界面诱发免疫耐受失衡,,王欢华;王晨虹;,,细胞与分子免疫学杂志,IDO;妊娠;免疫耐受;1-D-MT;1-L-MT;小鼠;,R714.14  R392.11,2014,30,1
jths201528044,1,"ISTIC,PKU",品管圈活动在降低新生儿蓝光治疗护理不良事件发生率中的应用,10.3969/j.issn.1674-4748.2015.28.043,陈丽莲;罗丽;熊小云;曹爱芬;张娟;,,全科护理,新生儿;蓝光治疗;品管圈;护理不良事件;,R197.323,2015,,28
zgxdyyyy201515030,1,"ISTIC,PKU",支气管哮喘儿童血清IL-25、IL-33与肺功能相关性研究,10.14164/j.cnki.cn11-5581/r.2015.15.030,刘海英;,,中国现代药物应用,支气管哮喘;白细胞介素;肺功能;,,2015,,15
xdzdyzl201514090,1,"ISTIC,PKU",晚期早产儿中小于胎龄儿的临床特点分析,,叶素芬;,,现代诊断与治疗,小于胎龄儿;适于胎龄儿;晚期早产儿;,R722.1,2015,26,14
hljyx201506061,1,"ISTIC,PKU",精细化护理对妇科腹腔镜手术患者术后并发症和护理满意度的影响,10.3969/j.issn.1004-5775.2015.06.061,费秀英;,,黑龙江医学,妇科;腹腔镜;并发症;满意度;精细化护理;,R473.71,2015,,6
xdyfyx201424003,2,"ISTIC,PKU",深圳市神经管畸形的流行病学研究,,赵光临;谢建生;李胜利;,,现代预防医学,神经管畸形发生率;出生缺陷监测;变化趋势;,R181.2,2014,41,24
zgxdyyyy201512137,1,"ISTIC,PKU",低分子肝素治疗抗心磷脂抗体引起的复发性流产的特殊护理,10.14164/j.cnki.cn11-5581/r.2015.12.137,费秀英;彭莉;李金华;,,中国现代药物应用,低分子肝素;抗心磷脂抗体;复发性流产;特殊护理;,,2015,,12
bfyx201504048,1,"ISTIC,PKU",探讨甲基强的松龙对重症支原体肺炎治疗前后免疫指标的影响,,刘海英;赵宏霞;庄哈娜;,,北方药学,甲基强的松龙;重症支原体肺炎;免疫指标;影响;,R720.5,2015,,4
hubeiykdxxb201402037,0,"ISTIC,PKU",短牙弓对患者颞下颌关节的影响,,江助子;曲娟;陈香;乔纪兰;,,武汉大学学报（医学版）,短牙弓;有限元方法;颞下颌关节紊乱;,R782.6,2014,35,2
zyyk201613014,0,"ISTIC,PKU",产科发生急性肺水肿的相关因素分析,10.3760/cma.j.issn.1674-4756.2016.13.014,周紫琼;,,中国实用医刊,产科;急性肺水肿;妊娠;并发症;,,2016,43,13
ylbjqj201606014,0,"ISTIC,PKU",主动免疫疗法对复发性流产患者子宫内膜黄体期淋巴细胞各免疫表型的影响,10.3969/j.issn.1674-4659.2016.06.0721,李军;刘庆芝;姚吉龙;,,临床医学工程,主动免疫治疗;原因不明复发性流产;子宫内膜;黄体期;淋巴细胞;,R714.21,2016,23,6
jkr201613028,0,"ISTIC,PKU",川崎病患儿血脂水平的变化,,付永萍;,,中国当代医药,川崎病;血脂异常;儿童;,R725.9,2016,23,13
zgxdyyyy201415206,1,"ISTIC,PKU",护理干预对早产儿喂养不耐受的影响,,袁瑞琴;,,中国现代药物应用,护理干预;早产儿;喂养不耐受;,,2014,,15
zgfybj201436015,0,"ISTIC,PKU",正常孕11～13+6周母体子宫动脉血流频谱特征研究,10.7620/zgfybj.j.issn.1001-4411.2014.36.15,陈琮瑛;邹志英;李胜利;王文韬;郭文佳;范媛媛;杨霞;,,中国妇幼保健,多普勒;子宫动脉;血流频谱;,R711.14,2014,29,36
fskxjsxyxb201404012,1,"ISTIC,PKU",普林格尔治疗仪促进产后乳汁分泌的疗效观察,10.3969/j.issn.1008-0171.2014.04.012,冷秀兰;董玉楠;,,佛山科学技术学院学报（自然科学版）,普林格尔治疗仪;乳汁分泌;疗效;观察;,R473.71,2014,,4
ddyx201415096,1,"ISTIC,PKU",3种药物联合对腹腔镜子宫肌瘤剔除术后自控镇痛患者恶心呕吐的疗效观察,10.3969/j.issn.1009-4393.2014.15.096,王亮;,,当代医学,地塞米松;昂丹司琼;氟哌利多;腹腔镜下子宫肌瘤剔除术;自控镇痛;恶心呕吐;,,2014,,15
hnzlxzz201505021,0,"ISTIC,PKU",X线立体定位真空辅助活检术在乳腺导管不典型增生诊断中的作用,10.3969/j.issn.1673-5412.2015.05.021,石剑;魏建南;张文夏;李欢;林小颜;,,肿瘤基础与临床,X线立体定位真空辅助活检术;乳腺导管不典型增生;组织学低估;,R737.9  R730.4,2015,,5
zgrdyx201505006,1,"ISTIC,PKU",特发性中枢性性早熟女童ERα基因Pvu Ⅱ和Xba Ⅰ多态性分析,,李明珠;董国庆;蒋绍艳;张忠菊;李坚旭;黄秒;陈昱;,,中国热带医学,特发性中枢性性早熟;雌激素受体α;基因多态性;,R586.2+3,2015,15,5
qqhryxyxb201519037,0,"ISTIC,PKU",婴儿巨细胞病毒感染81例临床分析,,刘海英;柯宇星;巫开平;,,齐齐哈尔医学院学报,婴儿;巨细胞病毒;感染;临床分析;,,2015,,19
