唯一标志,被引用次数,期刊等级,题名,doi,作者,作者单位,期刊,关键字,分类号,年,卷,期
zgyyzn201429294,6,"ISTIC,PKU",全科医师对慢性支气管炎患者应用健康教育的防治效果分析,,古子文;,,中国医药指南,全科医师;社区健康服务中心;慢性支气管炎;健康教育;,R562.2+1,2014,,29
gygjsszz201409006,3,"ISTIC,PKU",后路经肌间隙侧方病灶清除植骨椎弓根钉内固定术治疗单间隙胸腰椎结核疗效观察,10.7531/j.issn.1672-9935.2014.09.006,陈晓东;易小波;贺旭;王洪;胡鑫华;,,中国骨与关节损伤杂志,胸腰椎结核;病灶清除;骨移植;后路经肌间隙入路;椎弓根钉;内固定;,R687.3,2014,29,9
gwyx-lcsw201424032,1,"ISTIC,PKU",实时PCR和PCR-RDB法检测人乳头瘤病毒的比对研究,10.3969/j.issn.1673-4130.2014.24.032,肖克林;严泽浩;罗茗月;麦光兴;陈熙;熊礼宽;,,国际检验医学杂志,人乳头状瘤病毒;实时PCR法;PCR-反向点杂交法;基因型;,,2014,,24
jsyfyx201606014,0,"ISTIC,PKU",ARIMA模型与指数平滑法模型预测肺炎发病率效果比较,10.13668/j.issn.1006-9070.2016.06.14,李苑[1];张浩洋[2];黄永香[1];刘昊[1];,"[1]广东省深圳市宝安区疾病预防控制中心,深圳,518101;[2]中山大学公共卫生学院,广州,510000;",江苏预防医学,肺炎;预测;时间序列;,R563.1,2016,27,6
xejjyx201401027,2,"ISTIC,PKU",外周穿刺中心静脉置管致极低出生体重儿双侧乳糜胸并腹水一例,10.3760/cma.j.issn.1673-4912.2014.01.027,黄上明;杨英梅;肖万祥;邹彩艳;,,中国小儿急救医学,,,2014,21,1
amydy201510038,3,"ISTIC,PKU",手法复位闭合钢针内固定治疗老年桡骨远端不稳定性骨折,,孙勇;,,按摩与康复医学,桡骨远端不稳定性骨折;手法复位;闭合钢针内固定;老年;疗效;,R687.3,2015,,10
gygjsszz201401041,4,"ISTIC,PKU",自体半腱肌转移解剖重建膝内侧副韧带Ⅲ度损伤的临床疗效分析,10.7531/j.issn.1672-9935.2014.01.041,卢启贵;王平;黄东红;孙克民;李政;郑英慧;,,中国骨与关节损伤杂志,膝关节;内侧副韧带;自体半腱肌;重建;,R687.2,2014,29,1
hnyx201507005,0,"ISTIC,PKU",事件相关电位对脑损伤综合征婴儿脑功能评定的价值,10.3969/j.issn.1671-7171.2015.07.005,蒋滔滔;高延;罗小杏;洪琦;,,医学临床研究,诱发电位;脑损伤;综合征;脑电描记术;,R726.511.5,2015,,7
zgxdyyyy201508167,5,"ISTIC,PKU",社区老年高血压患者实施护理干预的价值探析,10.14164/j.cnki.cn11-5581/r.2015.08.167,章丽芳;陈惠谊;何小花;,,中国现代药物应用,社区老年高血压;护理干预;价值;,,2015,,8
yycyzx201402005,2,"ISTIC,PKU",CHOP/GADD153在胎儿生长受限患者胎盘组织中的表达及意义,,林海英;张彦华;王开明;黄小红;,,中国医药导报,胎儿生长受限;内质网应激;凋亡;,R714.4,2014,11,2
hnyx201506039,0,"ISTIC,PKU",87例语言发育迟缓患儿神经电生理特点及其高危因素分析,10.3969/j.issn.1671-7171.2015.06.039,蒋滔滔;洪琦;罗小杏;高延;,,医学临床研究,"语言发展障碍/病理生理学;电生理学;危险因素;诱发电位 ,听觉 ,脑干;脑电描记术;",R339.35,2015,,6
gygjsszz201505037,2,"ISTIC,PKU",儿童尺桡骨干完全移位骨折的治疗体会,10.7531/j.issn.1672-9935.2015.05.037,马长生;苏驰;,,中国骨与关节损伤杂志,儿童;尺桡骨干骨折;闭合复位;钢针或弹性髓内钉内固定;,R683.41,2015,30,5
lcyx201511024,4,"ISTIC,PKU",2型糖尿病胰岛素强化治疗后的低血糖原因分析,,段小林;,,临床医学,2 型糖尿病;胰岛素;低血糖;,,2015,,11
zjlcyx201505082,0,,地佐辛防治腹腔镜卵巢切除术患者苏醒期躁动的效果,,郭影靓;,,浙江临床医学,地佐辛;腹腔镜卵巢切除术;全身麻醉;苏醒期躁动;,,2015,17,5
yxysh201504007,0,,武汉市和深圳市妇女伤害的社会经济危险因素分析,10.13723/j.yxysh.2015.04.007,韩煊[1];赵广英[2];王春丽[3];沈敏[4];洪琦[1];刘筱娴[4];,[1]深圳市宝安区妇幼保健院，深圳，518133;[2]深圳市宝安区沙井卫生监督所，深圳，518104;[3]深圳市宝安区松岗卫生监督所，深圳，518105;[4]华中科技大学同济医学院公共卫生学院，武汉，430030;,医学与社会,妇女伤害;危险因素;防治;,R173,2015,,4
syyfyx201407008,1,,1607例深圳市妇女伤害发生情况调查分析,10.3969/j.issn.1006-3110.2014.07.008,李丽梅[1];韩煊[2];赵广英[3];,"[1]深圳市福田区中医院,广东深圳,518034;[2]深圳市宝安区妇幼保健院;[3]深圳市宝安区沙井预防保健所;",实用预防医学,伤害;深圳市;妇女;,R173,2014,21,7
zgcjwsbj201607026,0,,深圳市某区面制食品中铝含量调查及风险分析,10.3969/j.issn.1001-568X.2016.07.0026,钟伟燕;尹江伟;徐小作;刘姗姗;孙健;,,中国初级卫生保健,面制食品;铝含量;摄入量;风险;深圳;,R155.5+1,2016,30,7
yfyxqbzz201604005,1,,2014年深圳市宝安区食源性疾病监测情况分析,,孙健;姜华;张强;张新东;刘开钳;,,预防医学情报杂志,食源性疾病;流行病学;主动监测系统;,R155.3,2016,32,4
gzyy201406023,5,,社区老年糖尿病患者自我管理状况与生存质量的相关性分析,10.3969/j.issn.1000-8535.2014.06.023,颜维泽;林金钗;,,广州医药,糖尿病;自我管理;生活质量;社区;老年患者;,,2014,45,6
jkr201615043,3,,社区家庭医生服务模式对糖尿病、高血压患者的影响,,黄春选;胡运红;谢艳华;,,中国当代医药,社区家庭医生服务模式;干预;糖尿病;高血压;,R541.3,2016,23,15
qqhryxyxb201406049,6,,单孔腹腔镜完全腹膜外疝修补法的临床应用研究,,涂文斌;易石坚;赵振伟;詹朝炎;吴杨;,,齐齐哈尔医学院学报,腹股沟疝;腹腔镜;腹膜外疝修补;,,2014,35,6
yxllysj201611012,0,,2011-2015年深圳市宝安区猩红热流行特征及病原学监测分析,,余海深;马智超;熊田甜;饶东平;陈兵;,,医学理论与实践,猩红热;流行特征;病原学;,R515.1  R181.3,2016,29,11
rdyxzz201410030,3,,2007-2012年深圳市宝安区食物中毒情况分析,,孙健;吴礼康;孙群露;张强;张新东;郭永乐;,,热带医学杂志,食物中毒;流行病学;副溶血性弧菌;,R155.3,2014,14,10
zywzzz201605007,1,,针药结合醋热渗透法治疗顽固性肩周炎77例,10.3969/j.issn.1006-978X.2016.05.007,廖中堂;,,中医外治杂志,肩周炎;肩三针;醋热渗透法;,R684.3,2016,25,5
hljyx201507059,4,,国外家庭医生服务模式对中国的启示,10.3969/j.issn.1004-5775.2015.07.059,孙婷[1];石欧敏[2];王洪锐[3];邱创良[3];孙玉立[3];甘勇[2];邓剑[3];夏挺松[4];卢祖洵[2];,"[1]深圳市宝安区慢性病防治院,广东深圳,518133;[2]华中科技大学同济医学院,湖北武汉,430032;[3]深圳市宝安区福永人民医院,广东深圳,518103;[4]深圳市宝安区卫计局,广东深圳,518101;",黑龙江医学,国外;家庭医生制度;启示;,R197.1,2015,,7
rlzygl201605043,0,,基于柯氏模型和CIPP模型的健康教育人员专业化培训效果评估模型构建,10.3969/j.issn.1673-8209.2016.05.043,鲜敏;周指明;吴礼康;吴泰顺;,,人力资源管理,柯氏模型;CIPP模型;健康教育;培训效果评估;,,2016,,5
zgyxcx201612016,0,,集中度和圆形分布分析深圳市宝安区2012-2014年手足口病季节分布特征,10.3969/j.issn.1674-4985.2016.12.016,茌静;熊田甜;马智超;余光清;,,中国医学创新,手足口病;集中度;圆形分布;,,2016,13,12
gygjsszz201503037,2,,改良压力垫的小夹板外固定治疗粉碎性Colles骨折的临床分析,10.7531/j.issn.1672-9935.2015.03.037,高彦平;王国林;桂书斌;王瑞红;樊培新;,,中国骨与关节损伤杂志,Coles骨折;粉碎性骨折;小夹板;压力垫;外固定;,R683.41,2015,30,3
gwyx-wkxfc201412011,0,,黑升麻对乳腺癌化疗患者的临床研究,10.3760/cma.j.issn.1673-4203.2014.12.011,宋以宁[1];季洪亮[1];刘倩[2];柴玉林[1];,"[1]哈尔滨医科大学附属第一医院甲状腺乳腺外科,哈尔滨,150001;[2]广东省深圳市宝安区妇幼保健院妇产科,深圳,518133;",国际外科学杂志,"升麻属;乳腺肿瘤;受体,雌激素;治疗学;",,2014,41,12
kqyx201412008,0,,NOD1在舌鳞状细胞癌组织中的表达及意义,,庄媛媛[1];杨小兵[2];庄园[3];,"[1]中山大学光华口腔医学院附属口腔医院牙体牙髓病科，广东广州 510080; 华南农业大学医院口腔 科，广东广州 510642;[2]广东省中医院肿瘤科,广东广州,510120;[3]北京大学深圳医院口腔颌面外科; 深圳市宝安区妇幼保健院口腔科，广东深圳 518036;",口腔医学,NOD1;舌鳞状细胞癌;表达意义;,R739.86,2014,,12
zgzyykj2014z1030,0,,宝安区新生儿听力和聋病易感基因联合筛查及随访研究,,林海波[1];王喜文[1];周娟[2];程郁离[1];靳艳[1];罗小杏[1];,[1]深圳市宝安区妇幼保健院 广东 深圳 518133;[2]深圳市宝安区人民医院 广东 深圳 518133;,中国中医药科技,新生儿;听力筛查;聋病;易感基因;随访;,,2014,,z1
xsekzz201406019,0,,甘露聚糖结合凝集素基因与新生儿感染的研究进展,10.3969/j.issn.1673-6710.2014.06.019,罗俊[1];封志纯[2];,"[1]518133,深圳市宝安区妇幼保健院新生儿科;[2]南方医科大学附属北京军区总医院八一儿童医院;",中国新生儿科杂志,@@;,,2014,29,6
zywzzz201604009,1,,针药配合烤姜外敷治疗周围性面瘫37例,10.3969/j.issn.1006-978X.2016.04.009,廖中堂;,,中医外治杂志,周围性面瘫;针药并用;烤姜;,R745.1+2,2016,25,4
gwyx-fybj201401047,1,,γ-干扰素联合抗真菌药物治疗RVVC的临床研究,10.3969/j.issn.1673-5293.2014.01.047,李翠青;周梅;黄艳萍;,,中国妇幼健康研究,复发性外阴阴道假酵母菌病;伽马干扰素;阴道用药;局部免疫;,R711,2014,25,1
ldyx201403015,0,"ISTIC,PKU",甲基叔丁基醚及其代谢物叔丁醇对人外周血淋巴细胞彗星尾矩的影响,10.13213/j.cnki.jeom.2014.0053,胡大林[1];彭晓春[2];彭晓武[2];唐焕文[3];刘云岗[1];卫秦芝[1];张文娟[1];袁建辉[4];杨建平[5];,"[1]南方医科大学公共卫生与热带医学学院毒理学系,广东,510515;[2]环保部华南环境科学研究所环境与健康室,广东,510655;[3]广东医学院公共卫生学院环境与健康研究所,广东,523808;[4]深圳市疾病预防控制中心毒理室,广东,518055;[5]深圳市宝安区疾病预防控制中心职业卫生科,广东,518101;",环境与职业医学,甲基叔丁基醚;叔丁醇;遗传毒性;DNA损伤;logistic回归分析;,R114  U473.5,2014,31,3
xdzdyzl201509109,4,"ISTIC,PKU",136例中老年肱骨外科颈骨折的临床特征分析,,古子文;王东;,,现代诊断与治疗,老年;肱骨;外科颈;骨折;特征;,R683.41,2015,,9
xdzdyzl201508073,4,"ISTIC,PKU",彩超在诊断分化型甲状腺癌颈淋巴结转移中的应用,,陈美珊;,,现代诊断与治疗,分化甲状腺;颈淋巴结节转移;彩超诊断;,R736.1,2015,,8
zgwscy201424007,2,"ISTIC,PKU",深圳市宝安区2012年疑似预防接种异常反应监测分析,,叶发忠;刘晓军;,,中国卫生产业,预防接种;异常反应;监测;,R186,2014,,24
qqhryxyxb201507079,4,"ISTIC,PKU",社区护理干预对老年高血压患者降压效果的影响,,周子英[1];谢艳华[1];彭柳媚[2];,"[1]518103,深圳市宝安区福永人民医院金色领域社康中心;[2]深圳市福田慢性病防治院沙嘴社康;",齐齐哈尔医学院学报,社区护理干预;高血压;老年;降压;,,2015,,7
lccsyxzz201409017,0,"ISTIC,PKU",卵巢颗粒细胞瘤超声表现1例,,张斯;林小影;,,临床超声医学杂志,@@;,R445.1,2014,16,9
fsbygjy201403009,4,"ISTIC,PKU",针刀结合中药熏蒸联合西药治疗强直性脊柱炎35例,10.3969/j.issn.2095-4174.2014.03.007,赵海博[1];翟明玉[2];白玉[3];杨亚飞[1];,"[1]河南中医学院,河南 郑州,450008;[2]深圳平乐骨伤科医院,广东 深圳,518001;[3]郑州市骨科医院,河南 郑州,450052;",风湿病与关节炎,"脊柱炎,强直性;针刀;中药熏蒸;柳氮磺吡啶;塞来昔布;",,2014,,3
djjk-x201512001,0,"ISTIC,PKU",深圳市宝安区人感染 H7N9禽流感医疗救治准备工作情况暗访调查,10.3969/j.issn.1009-6019.2015.12.001,陈兵;马智超;饶东平;熊田甜;,,大家健康（下旬版）,人感染 H7N9 禽流感;个人防护;医院感染;暗访;,R181.8+1,2015,,12
yxxxzz201545190,0,"ISTIC,PKU",深圳市宝安区各街道公共卫生人力素质综合评价研究,10.3969/j.issn.1006-1959.2015.45.190,鲜敏;,,医学信息,公共卫生人力素质;TOPSIS法;综合评价;,,2015,,45
rlzygl201512070,0,"ISTIC,PKU",培训需求分析及其在疾控系统的应用初探,10.3969/j.issn.1673-8209.2015.12.070,鲜敏;,,人力资源管理,培训需求分析;疾控应用;,,2015,,12
gmzy201507114,2,"ISTIC,PKU",我院门诊药房药患纠纷原因分析及防范措施,10.3969/j.issn.1003-8914.2015.07.114,赵永岭;,,光明中医,药患纠纷;原因分析;防范措施;,,2015,30,7
zwyxyj201413048,5,"ISTIC,PKU",心理护理干预儿科患者家属焦虑情绪,,钟秋霞[1];郑定容[2];,[1]深圳市宝安区福永人民医院 广东 深圳 518103;[2]深圳市宝安区西乡人民医院社区健康服务管理中心;,中外医学研究,患儿;家属;焦虑;心理护理;护患关系;,R473.72,2014,,13
hnzy201407052,3,"ISTIC,PKU",中医辨证分型及MR诊断对退行性膝关节骨关节炎的意义,,甘伟;马坚;,,河南中医,"退行性膝关节骨关节炎;筋脉瘀滞,肝肾不足型;湿注骨节,脾肾两虚型;痰瘀交阻,肝肾亏虚型;MR诊断;",R259.843,2014,34,7
yxllysj2015030009,1,"ISTIC,PKU",低/无应答医务人员接种60μg 乙肝疫苗1年后的免疫效果观察,,唐广心[1];叶发忠[1];刘晓军[2];彭敬[2];,[1]广东省深圳市宝安区疾病预防控制中心计划免疫科 518101;[2]宝安区疾病预防控制中心;,医学理论与实践,低/无应答;60μg;乙肝疫苗;,R186+.3,2015,,3
jslcyxzz201413062,0,"ISTIC,PKU",还原型谷胱甘肽对4种血糖检测方法结果的影响,10.7619/jcmp.201413062,江凡;邹建话;张修发;,,实用临床医药杂志,还原型谷胱甘肽;血糖;检测;葡萄糖氧化酶法;己糖激酶法;葡萄糖脱氢酶电极法;,R446.1,2014,,13
yiyqy201634216,0,"ISTIC,PKU",四肢骨折患者运用综合护理干预后的恢复效果分析,,陈姿余;,,医药前沿,四肢骨折;综合护理干预;恢复效果;,R473.6,2016,6,34
amydy201506033,2,"ISTIC,PKU",加减桃红四物汤结合理疗治疗膝骨性关节炎疗效观察,,孙勇;尚鸿生;张卫红;,,按摩与康复医学,膝骨性关节炎;桃红四物汤;推拿;TDP照射;理疗;疗效;,R684.3,2015,,6
zyyjk201611006,0,"ISTIC,PKU",深圳市某五金制品厂职业病危害调查分析,,王丽华[1];翁少凡[2];,"[1]深圳市宝安区疾病预防控制中心职业卫生科,广东深圳,518101;[2]深圳市职业病防治院职业危害评价科,广东深圳,518001;",职业与健康,五金制品厂;职业病危害因素;调查分析;,R134.4,2016,32,11
yxxxzz201414157,2,"ISTIC,PKU",深圳市宝安区传染病疫情风险评估,10.3969/j.issn.1006-1959.2014.14.157,陈兵;吴泰顺;周小涛;陈亿雄;朱奕;,,医学信息,风险评估;传染病;风险管理;风险值;,,2014,,14
xlys-x201622177,0,"ISTIC,PKU",中医护理技术对减少骨科术后疼痛的效果观察,,邱红艳;,,心理医生,踝关节手术;术后疼痛;中医护理;,R248,2016,22,22
yxllysj201502091,1,"ISTIC,PKU",深圳市宝安区托幼机构手足口病传播因素的病例对照分析,,陈兵;马智超;,,医学理论与实践,手足口病;托幼机构;危险因素;病例对照分析;,R725.1,2015,,2
ylbjqj201605024,2,,社区老年原发高血压合并糖尿病患者采用缬沙坦配合氨氯地平治疗的效果分析,10.3969/j.issn.1674-4659.2016.05.0599,古子文;王东;周子英;,,临床医学工程,社区老年患者;原发性高血压;糖尿病;缬沙坦;氨氯地平;,R544.1  R587.1,2016,23,5
hljyx201508025,3,,过敏性鼻炎患者血清IL-17和IL-22水平的变化及其与病情严重程度的关系,10.3969/j.issn.1004-5775.2015.08.025,李媛媛;张火林;严共刚;,,黑龙江医学,过敏性鼻炎;IL-17;IL-22;病情严重程度;关系;,R765.21,2015,39,8
zyyjk201608009,0,,工作场所空气中金属元素的电感耦合等离子体质谱半定量测定法,,骆秋云[1];徐小作[2];吴礼康[2];邱训军[3];,"[1]深圳市宝安区福永预防保健所,广东深圳,518103;[2]深圳市宝安区疾病预防控制中心,广东深圳,518101;[3]深圳市龙华新区卫生监督所,广东深圳,518109;",职业与健康,电感耦合定离子质谱法;金属元素;工作场所空气;,R115,2016,32,8
hgzy201631001,0,,经皮多裂肌间隙入路椎弓根螺钉固定治疗无神经损伤胸腰椎骨折的临床疗效分析,10.16662/j.cnki.1674-0742.2016.31.001,贺旭;马雪峰;刘恺;,,中外医疗,多裂肌;胸腰椎骨折;肌间隙入路;后正中入路;临床疗效;,R274,2016,35,31
zgyxcx201522059,3,,三维超声在女性盆底功能障碍性疾病临床应用中的观察和评估,10.3969/j.issn.1674-4985.2015.22.059,王秀梅;刘雪梅;,,中国医学创新,女性盆底功能障碍;三维超声;临床应用;,,2015,,22
sjlcyx201619145,0,,中医综合治疗风湿病的效果观察,,刘大煌[1];黄彦新[1];温寿浩[2];,"[1]深圳平乐骨伤科医院;[2]深圳运动康复门诊部,广东 深圳,518000;",世界临床医学,针灸;中药;理疗;综合治疗;风湿病;,R255.6,2016,10,19
sjlcyx201619145,0,,中医综合治疗风湿病的效果观察,,刘大煌[1];黄彦新[1];温寿浩[2];,"[1]深圳平乐骨伤科医院;[2]深圳运动康复门诊部,广东 深圳,518000;",世界临床医学,针灸;中药;理疗;综合治疗;风湿病;,R255.6,2016,10,19
zwkjzlml-yyws201628023,0,,后路经侧前方减压单节段融合治疗Denis B型胸腰椎爆裂骨折的临床疗效观察,,贺旭;马雪峰;刘恺;阮烨;,,中国现代医生,胸腰椎骨折;后路经侧前方减压;椎体次全切;椎间融合;,R687.3,2016,54,28
djjk-z201508025,0,,深圳市小学生对热浪健康风险认知及态度行为调查,,徐宝学;张强;,,大家健康（中旬版）,热浪;小学生;问卷调查;认知情况;,R174+.6,2015,,8
jbjcykz201608022,0,,深圳某区2012-2014年手足口病流行病学特征分析,,叶恋花[1];熊田甜[2];李苑[2];叶向明[1];陈丽华[1];,"[1]深圳市宝安区石岩预防保健所,广东 深圳,518108;[2]深圳市宝安区疾病预防控制中心;",疾病监测与控制,手足口病;发病率;流行特征;,R512.5,2016,10,8
yszx201601011,0,,如何处理慢性肾脏疾病5期患者,,蔡祖祥;,,医师在线,,,,,
sxhlzz201413027,0,,早产儿不同时间二次剪脐效果的临床观察,10.3969/j.issn.1009-6493.2014.13.023,叶春燕[1];吴凡伟[2];李惠玲[1];何凤梅[1];肖劲花[1];张雅贞[1];,"[1]广东省深圳市宝安区妇幼保健院,518133;[2]广东省深圳市宝安区松岗人民医院,518105;",护理研究,早产儿;脐带;脐部护理;二次剪脐;脐炎;脐部出血;,R473.72,2014,,13
zgyxcx201610020,2,,社区护理干预对原发性高血压病患者遵医依从性及血压的影响,10.3969/j.issn.1674-4985.2016.10.020,黄春选;常永智;谢艳华;,,中国医学创新,社区护理;原发性高血压;遵医;依从性;血压;,,2016,13,10
jkr201520058,3,,循证护理在急性脑梗死患者中的应用效果,,张艳;叶秀云;贺新凤;,,中国当代医药,循证护理;急性脑梗死;护理满意度;,R743.33,2015,,20
qqhryxyxb201605050,7,,个性化护理配合健康教育在小儿手足口病感染防控护理中的应用,,杨英梅;,,齐齐哈尔医学院学报,个性化护理配合健康教育;小儿手足口病;应用;,,2016,37,5
yxllysj201421086,1,,深圳市1例人感染 H7N9禽流感的流行病学调查,,陈兵;马智超;饶东平;刘昊;,,医学理论与实践,人感染H7N9禽流感;流行病学;调查;,R195.4,2014,,21
jbjc201608005,0,,时空扫描分析和圆形分布法探索手足口病聚集性的比较研究,10.3784/j.issn.1003-9961.2016.08.006,李苑[1];张浩洋[2];张新东[1];黄永香[1];潘海珊[1];,"[1]深圳市宝安区疾病预防控制中心,广东深圳,518101;[2]中山大学公共卫生学院,广东广州,510000;",疾病监测,回顾性时空重排扫描统计量;手足口病;暴发;,R512.5,2016,31,8
xzsyzcycw201518032,3,,公立医院财务内部控制的困境及对策探讨,,杨超华;,,行政事业资产与财务,公立医院;财务内控;困境;对策;,,2015,,18
zyyj201506006,3,,内托生肌颗粒剂对低位肛瘘术后创面愈合和肛管直肠功能的影响,10.3969/j.issn.1001-6910.2015.06.06,张大景;宗轶;宋乃忠;郑伟琴;,,中医研究,内托生肌颗粒剂/治疗应用;低位肛瘘/中医药疗法;创面愈合;肛管直肠功能;,R657.1,2015,28,6
zyyj201608018,0,,平乐郭氏正骨手法治疗嵌顿性掌指关节脱位21例,10.3969/j.issn.1001-6910.2016.08.18,王国林;高彦平;李伟;郑军;,,中医研究,嵌顿性掌指关节脱位/中医疗法;平乐郭氏;正骨手法;临床观察;,R684.7,2016,29,8
xdzdyzl201604026,2,,采用银杏叶提取物与盐酸米诺环素辅助治疗牙周炎的临床价值分析,,许伟强;严杰文;,,现代诊断与治疗,牙周炎;银杏叶提取物;盐酸米诺环素;,R781.4,2016,27,4
yxwx201601051,2,,负压创面治疗技术应用于难愈性伤口的疗效分析,10.11864/j.issn.1673.2016.01.50,张艳;,,微创医学,负压技术;难愈性创面;皮肤损伤;,R473.6,2016,11,1
haixyx201505046,3,,鼓室内注射地塞米松治疗难治性突发性耳聋的临床研究,,严共刚;韩正理;李媛媛;,,海峡药学,地塞米松;耳聋;疗效;,R969.4,2015,,5
zyyjk201607002,0,,深圳市某公司印刷品生产建设项目职业病危害预评价,,冯晶;戴志腾;吴礼康;王耿;田亚锋;吴志强;彭巨成;,,职业与健康,印刷业;职业病危害;预评价;,R134+.2,2016,32,7
zgywjjx201505080,3,,体位管理对初产妇活跃期分娩结局的影响,,万海霞;吴雪琴;,,中国药物经济学,活跃期;初产妇;体位管理;分娩结局;,R473.71,2015,10,5
jths201622011,0,,艾盐烫熨疗法对腰椎间盘突出症病人的治疗效果观察,10.3969/j.issn.1674-4748.2016.22.011,张会凡;杨琼;赵海博;,,全科护理,腰椎间盘突出症;艾盐烫熨疗法;牵引;特定电磁波;双氯芬酸钠胶囊;,R473.6,2016,14,22
nhdxxb-yxb201503013,0,,加油站职业人群红细胞膜MDA负荷影响因素分析,10.15972/j.cnki.43鄄1509/r.2015.03.013,杨建平[1];林莉萍[2];朱志良[1];唐焕文[3];,"[1]深圳市宝安区疾病预防控制中心,广东 深圳,518101;[2]佛山科学技术学院医学院;[3]广东医学院公共卫生学院;",中南医学科学杂志,加油站;职业人群;红细胞膜;MDA;影响因素;Logistic回归分析;,R135.2,2015,43,3
ylbjqj201610058,1,,系统护理干预在急性心肌梗死患者急救后康复中的应用效果分析,10.3969/j.issn.1674-4659.2016.10.1399,苏杰;王琼萍;,,临床医学工程,系统护理干预;急性心肌梗死;康复;急救;应用效果;,R473.5,2016,23,10
yxysh201402023,0,,深圳市妇女性骚扰危险因素及防治需求调查,10.3870/YXYSH.2014.02.023,韩煊[1];刘筱娴[2];李丽梅[3];赵广英[4];,"[1]深圳市宝安区妇幼保健院,深圳,518133;[2]华中科技大学同济医学院,武汉,430030;[3]深圳市福田区中医院,深圳,518034;[4]深圳市宝安区沙井卫生监督所,深圳,518104;",医学与社会,性骚扰;防治;,R197  D920,2014,27,2
jbjcykz201607007,0,,深圳市宝安区居民疾病负担分析,,饶东平[1];詹志强[1];傅美芹[2];陈兵[1];,"[1]深圳市宝安区疾病预防控制中心,广东 深圳,518101;[2]江门市中心医院;",疾病监测与控制,疾病;负担;伤残调整寿命年;,R195.4,2016,10,7
jths201509039,8,,优质护理服务对高龄初产妇分娩的影响,10.3969/j.issn.1674-4748.2015.09.035,刘蕊;,,全科护理,剖宫产;优质护理服务;产后出血;产程;满意度;,R197.323,2015,,9
zgywjjx201609046,1,,腹腔镜手术与开腹阑尾切除术治疗穿孔性阑尾炎患者的疗效比较,10.12010/j.issn.1673-5846.2016.09.046,利跑;易石坚;詹朝炎;,,中国药物经济学,腹腔镜;阑尾切除术;阑尾炎;,R656.8,2016,11,9
qqhryxyxb201414054,4,,经皮椎弓根螺钉固定治疗胸腰段脊柱骨折的临床观察,,陈亮清;,,齐齐哈尔医学院学报,胸腰段;脊柱骨折;椎弓根;螺钉固定;,,2014,35,14
scyxzz201612029,0,,2种不同钢板内固定术治疗四肢骨折的对照研究,10.13214/j.cnki.cjotadm.2016.12.029,何晓;邓超;路敏;,,中国伤残医学,内固定;四肢骨折;锁定钢板;解剖;,R683.4,2016,24,12
hnwkxzz201603027,0,,臂丛神经阻滞下手法复位治疗粉碎性Colles骨折临床观察,,高彦平;王国林;樊培新;,,河南外科学杂志,Colles骨折;小夹板;臂丛神经阻滞;,R683.41,2016,22,3
gygjsszz201603032,0,,平乐郭氏正骨联合钢针撬拨经皮穿针内固定治疗儿童尺桡骨骨折,10.7531/j.issn.1672-9935.2016.03.032,张彦;马长生;郑志刚;夏玉礼;盛志忠;苏驰;,,中国骨与关节损伤杂志,尺桡骨骨折;平乐郭氏正骨;钢针撬拨;经皮穿针;儿童;,R687.3,2016,31,3
hndxxb-yxkxb201503012,1,,脑钠肽在老年心力衰竭诊断及预后评估的价值分析,,康银玲[1];饶磊[2];李利利[3];,"[1]郑州市第七人民医院内科,河南郑州,450000;[2]郑州市中医院内科,河南郑州,450000;[3]深圳平乐骨伤科医院,广东深圳,518000;",河南大学学报（医学版）,脑钠肽;老年;心力衰竭;诊断;预后评估;,R541.6,2015,34,3
zgyyzn201423021,1,,某市2010年～2012年麻疹抗体水平监测分析,,叶发忠;刘刚;,,中国医药指南,健康人群;麻疹;抗体;,R511.1,2014,,23
fsbygjy201509012,1,,髓芯减压自体髂骨打压植骨联合骨形态发生蛋白2治疗早中期股骨头坏死疗效观察,10.3969/j.issn.2095-4174.2015.09.011,卢岩岩[1];翟明玉[2];魏宗星[1];陈瑞峰[1];,"[1]河南中医学院,河南 郑州,450046;[2]深圳平乐骨伤科医院,广东 深圳,518000;",风湿病与关节炎,股骨头坏死;髓芯减压;打压植骨;人工关节置换术;骨形态发生蛋白2;,,2015,,9
gwyx-lcsw201401059,0,,极低体质量新生儿血型错误交叉配血1例,10.3969/j.issn.1673-4130.2014.01.059,张慧莲;王中兴;肖海军;高水湾;,,国际检验医学杂志,,,2014,35,1
zylcyj201433059,2,,高龄患者人工髋关节置换围手术期风险规避管理,10.3969/j.issn.1674-7860.2014.33.053,孙勇;张卫红;尚鸿生;,,中医临床研究,高龄患者;髋关节置换;围手术期;风险规避管理;,R473.2,2014,,33
zyyjk201606009,0,,能力验证实验水中三氯甲烷测定的不确定度评定,,梁高洲;,,职业与健康,不确定度;三氯甲烷;气相色谱;顶空;,,2016,32,6
ddhs-xsb201412073,2,,穴位按摩配合中药四子散熨敷腹部治疗老年骨折患者便秘的效果观察,,左新花;,,当代护士（中旬刊）,老年骨折;便秘;腹部穴位按摩;四子散;熨敷;,R473.3,2014,,12
